analysis_era,component,stream,component_trigger,category_path,component_lumisections,category_active_lumisections,baseline_active_lumisections,unsupported_lumisections,status
2024,Muon1_Run2024E-ReReco-v1,Muon,!Trigger_ElMu && (Trigger_sngMu || Trigger_dblMu),HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_Mass3p8,31440,31430,31430,0,component_baseline_covers_category_exposure
2024,Muon1_Run2024E-ReReco-v1,Muon,!Trigger_ElMu && (Trigger_sngMu || Trigger_dblMu),HLT_IsoMu24,31440,31430,31430,0,component_baseline_covers_category_exposure
2024,Muon1_Run2024F-Prompt-v1,Muon,!Trigger_ElMu && (Trigger_sngMu || Trigger_dblMu),HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_Mass3p8,69842,69835,69835,0,component_baseline_covers_category_exposure
2024,Muon1_Run2024F-Prompt-v1,Muon,!Trigger_ElMu && (Trigger_sngMu || Trigger_dblMu),HLT_IsoMu24,69842,69835,69835,0,component_baseline_covers_category_exposure
2024,Muon1_Run2024G-Prompt-v1,Muon,!Trigger_ElMu && (Trigger_sngMu || Trigger_dblMu),HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_Mass3p8,92274,92265,92265,0,component_baseline_covers_category_exposure
2024,Muon1_Run2024G-Prompt-v1,Muon,!Trigger_ElMu && (Trigger_sngMu || Trigger_dblMu),HLT_IsoMu24,92274,92265,92265,0,component_baseline_covers_category_exposure
2024,Muon1_Run2024H-Prompt-v1,Muon,!Trigger_ElMu && (Trigger_sngMu || Trigger_dblMu),HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_Mass3p8,13038,13038,13038,0,component_baseline_covers_category_exposure
2024,Muon1_Run2024H-Prompt-v1,Muon,!Trigger_ElMu && (Trigger_sngMu || Trigger_dblMu),HLT_IsoMu24,13038,13038,13038,0,component_baseline_covers_category_exposure
2024,Muon1_Run2024I-Prompt-v1,Muon,!Trigger_ElMu && (Trigger_sngMu || Trigger_dblMu),HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_Mass3p8,13702,13702,13702,0,component_baseline_covers_category_exposure
2024,Muon1_Run2024I-Prompt-v1,Muon,!Trigger_ElMu && (Trigger_sngMu || Trigger_dblMu),HLT_IsoMu24,13702,13702,13702,0,component_baseline_covers_category_exposure
2024,Muon1_Run2024I-Prompt-v2,Muon,!Trigger_ElMu && (Trigger_sngMu || Trigger_dblMu),HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_Mass3p8,12976,12976,12976,0,component_baseline_covers_category_exposure
2024,Muon1_Run2024I-Prompt-v2,Muon,!Trigger_ElMu && (Trigger_sngMu || Trigger_dblMu),HLT_IsoMu24,12976,12976,12976,0,component_baseline_covers_category_exposure
2024,EGamma0_Run2024C-ReReco-v1,EGamma,!Trigger_ElMu && !Trigger_sngMu && !Trigger_dblMu && (Trigger_sngEl || Trigger_dblEl),HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL,24221,22353,22353,0,component_baseline_covers_category_exposure
2024,EGamma0_Run2024C-ReReco-v1,EGamma,!Trigger_ElMu && !Trigger_sngMu && !Trigger_dblMu && (Trigger_sngEl || Trigger_dblEl),HLT_Ele30_WPTight_Gsf,24221,22353,22353,0,component_baseline_covers_category_exposure
2024,EGamma0_Run2024D-ReReco-v1,EGamma,!Trigger_ElMu && !Trigger_sngMu && !Trigger_dblMu && (Trigger_sngEl || Trigger_dblEl),HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL,23179,23179,23179,0,component_baseline_covers_category_exposure
2024,EGamma0_Run2024D-ReReco-v1,EGamma,!Trigger_ElMu && !Trigger_sngMu && !Trigger_dblMu && (Trigger_sngEl || Trigger_dblEl),HLT_Ele30_WPTight_Gsf,23179,23179,23179,0,component_baseline_covers_category_exposure
2024,EGamma0_Run2024E-ReReco-v1,EGamma,!Trigger_ElMu && !Trigger_sngMu && !Trigger_dblMu && (Trigger_sngEl || Trigger_dblEl),HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL,31438,31428,31428,0,component_baseline_covers_category_exposure
2024,EGamma0_Run2024E-ReReco-v1,EGamma,!Trigger_ElMu && !Trigger_sngMu && !Trigger_dblMu && (Trigger_sngEl || Trigger_dblEl),HLT_Ele30_WPTight_Gsf,31438,31428,31428,0,component_baseline_covers_category_exposure
2024,EGamma0_Run2024F-Prompt-v1,EGamma,!Trigger_ElMu && !Trigger_sngMu && !Trigger_dblMu && (Trigger_sngEl || Trigger_dblEl),HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL,69774,69769,69769,0,component_baseline_covers_category_exposure
2024,EGamma0_Run2024F-Prompt-v1,EGamma,!Trigger_ElMu && !Trigger_sngMu && !Trigger_dblMu && (Trigger_sngEl || Trigger_dblEl),HLT_Ele30_WPTight_Gsf,69774,69769,69769,0,component_baseline_covers_category_exposure
2024,EGamma0_Run2024G-Prompt-v1,EGamma,!Trigger_ElMu && !Trigger_sngMu && !Trigger_dblMu && (Trigger_sngEl || Trigger_dblEl),HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL,92247,92237,92237,0,component_baseline_covers_category_exposure
2024,EGamma0_Run2024G-Prompt-v1,EGamma,!Trigger_ElMu && !Trigger_sngMu && !Trigger_dblMu && (Trigger_sngEl || Trigger_dblEl),HLT_Ele30_WPTight_Gsf,92247,92237,92237,0,component_baseline_covers_category_exposure
2024,EGamma0_Run2024H-Prompt-v1,EGamma,!Trigger_ElMu && !Trigger_sngMu && !Trigger_dblMu && (Trigger_sngEl || Trigger_dblEl),HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL,13024,13024,13024,0,component_baseline_covers_category_exposure
2024,EGamma0_Run2024H-Prompt-v1,EGamma,!Trigger_ElMu && !Trigger_sngMu && !Trigger_dblMu && (Trigger_sngEl || Trigger_dblEl),HLT_Ele30_WPTight_Gsf,13024,13024,13024,0,component_baseline_covers_category_exposure
2024,EGamma0_Run2024I-Prompt-v1,EGamma,!Trigger_ElMu && !Trigger_sngMu && !Trigger_dblMu && (Trigger_sngEl || Trigger_dblEl),HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL,13707,13707,13707,0,component_baseline_covers_category_exposure
2024,EGamma0_Run2024I-Prompt-v1,EGamma,!Trigger_ElMu && !Trigger_sngMu && !Trigger_dblMu && (Trigger_sngEl || Trigger_dblEl),HLT_Ele30_WPTight_Gsf,13707,13707,13707,0,component_baseline_covers_category_exposure
2024,EGamma0_Run2024I-Prompt-v2,EGamma,!Trigger_ElMu && !Trigger_sngMu && !Trigger_dblMu && (Trigger_sngEl || Trigger_dblEl),HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL,12946,12946,12946,0,component_baseline_covers_category_exposure
2024,EGamma0_Run2024I-Prompt-v2,EGamma,!Trigger_ElMu && !Trigger_sngMu && !Trigger_dblMu && (Trigger_sngEl || Trigger_dblEl),HLT_Ele30_WPTight_Gsf,12946,12946,12946,0,component_baseline_covers_category_exposure
2024,EGamma1_Run2024C-ReReco-v1,EGamma,!Trigger_ElMu && !Trigger_sngMu && !Trigger_dblMu && (Trigger_sngEl || Trigger_dblEl),HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL,24299,22429,22429,0,component_baseline_covers_category_exposure
2024,EGamma1_Run2024C-ReReco-v1,EGamma,!Trigger_ElMu && !Trigger_sngMu && !Trigger_dblMu && (Trigger_sngEl || Trigger_dblEl),HLT_Ele30_WPTight_Gsf,24299,22429,22429,0,component_baseline_covers_category_exposure
2024,EGamma1_Run2024D-ReReco-v1,EGamma,!Trigger_ElMu && !Trigger_sngMu && !Trigger_dblMu && (Trigger_sngEl || Trigger_dblEl),HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL,23144,23144,23144,0,component_baseline_covers_category_exposure
2024,EGamma1_Run2024D-ReReco-v1,EGamma,!Trigger_ElMu && !Trigger_sngMu && !Trigger_dblMu && (Trigger_sngEl || Trigger_dblEl),HLT_Ele30_WPTight_Gsf,23144,23144,23144,0,component_baseline_covers_category_exposure
2024,EGamma1_Run2024E-ReReco-v1,EGamma,!Trigger_ElMu && !Trigger_sngMu && !Trigger_dblMu && (Trigger_sngEl || Trigger_dblEl),HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL,31450,31440,31440,0,component_baseline_covers_category_exposure
2024,EGamma1_Run2024E-ReReco-v1,EGamma,!Trigger_ElMu && !Trigger_sngMu && !Trigger_dblMu && (Trigger_sngEl || Trigger_dblEl),HLT_Ele30_WPTight_Gsf,31450,31440,31440,0,component_baseline_covers_category_exposure
2024,EGamma1_Run2024F-Prompt-v1,EGamma,!Trigger_ElMu && !Trigger_sngMu && !Trigger_dblMu && (Trigger_sngEl || Trigger_dblEl),HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL,69739,69734,69734,0,component_baseline_covers_category_exposure
2024,EGamma1_Run2024F-Prompt-v1,EGamma,!Trigger_ElMu && !Trigger_sngMu && !Trigger_dblMu && (Trigger_sngEl || Trigger_dblEl),HLT_Ele30_WPTight_Gsf,69739,69734,69734,0,component_baseline_covers_category_exposure
2024,EGamma1_Run2024G-Prompt-v1,EGamma,!Trigger_ElMu && !Trigger_sngMu && !Trigger_dblMu && (Trigger_sngEl || Trigger_dblEl),HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL,92244,92234,92234,0,component_baseline_covers_category_exposure
2024,EGamma1_Run2024G-Prompt-v1,EGamma,!Trigger_ElMu && !Trigger_sngMu && !Trigger_dblMu && (Trigger_sngEl || Trigger_dblEl),HLT_Ele30_WPTight_Gsf,92244,92234,92234,0,component_baseline_covers_category_exposure
2024,EGamma1_Run2024H-Prompt-v1,EGamma,!Trigger_ElMu && !Trigger_sngMu && !Trigger_dblMu && (Trigger_sngEl || Trigger_dblEl),HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL,13040,13040,13040,0,component_baseline_covers_category_exposure
2024,EGamma1_Run2024H-Prompt-v1,EGamma,!Trigger_ElMu && !Trigger_sngMu && !Trigger_dblMu && (Trigger_sngEl || Trigger_dblEl),HLT_Ele30_WPTight_Gsf,13040,13040,13040,0,component_baseline_covers_category_exposure
2024,EGamma1_Run2024I-Prompt-v1,EGamma,!Trigger_ElMu && !Trigger_sngMu && !Trigger_dblMu && (Trigger_sngEl || Trigger_dblEl),HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL,13707,13707,13707,0,component_baseline_covers_category_exposure
2024,EGamma1_Run2024I-Prompt-v1,EGamma,!Trigger_ElMu && !Trigger_sngMu && !Trigger_dblMu && (Trigger_sngEl || Trigger_dblEl),HLT_Ele30_WPTight_Gsf,13707,13707,13707,0,component_baseline_covers_category_exposure
2024,EGamma1_Run2024I-Prompt-v2,EGamma,!Trigger_ElMu && !Trigger_sngMu && !Trigger_dblMu && (Trigger_sngEl || Trigger_dblEl),HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL,12943,12943,12943,0,component_baseline_covers_category_exposure
2024,EGamma1_Run2024I-Prompt-v2,EGamma,!Trigger_ElMu && !Trigger_sngMu && !Trigger_dblMu && (Trigger_sngEl || Trigger_dblEl),HLT_Ele30_WPTight_Gsf,12943,12943,12943,0,component_baseline_covers_category_exposure
