analysis_year,scope_type,scope_name,delivered_fb,recorded_fb,n_lumisections,n_runs,info_full_golden_recorded_fb,difference_from_info_fb,notes
2022,excluded_from_zzcr_configured_inputs,2022_configured_period_dataset_lumisection_gaps,0.07437134254999997,0.000464732091,241,94,,,Golden lumisections absent from the union of exact configured central-dataset run/lumi inventories; includes wholly absent runs where recorded
2022,full_golden_cross_check,2022_all_golden_runs,36.47550411558201,34.74861938716998,122980,360,34.75,-0.0013806128300188902,exact pinned local Golden JSON and normtag; info.txt is a captured external rounded reference
2023,excluded_from_zzcr_configured_inputs,2023B_unconfigured,0.6911124436759999,0.6414743031419999,6967,21,,,Run B is not selected by the audited year_config.json
2023,excluded_from_zzcr_configured_inputs,2023_configured_period_dataset_lumisection_gaps,0.04310116848800001,1.3440900000000002e-07,121,45,,,Golden lumisections absent from the union of exact configured central-dataset run/lumi inventories; includes wholly absent runs where recorded
2023,full_golden_cross_check,2023_all_golden_runs,29.912130044125995,28.397263466157003,90753,190,28.4,-0.0027365338429952146,exact pinned local Golden JSON and normtag; info.txt is a captured external rounded reference
2024,excluded_from_zzcr_configured_inputs,2024B_unconfigured,0.135901825232,0.131662151467,5938,16,,,Run B is not selected by the audited year_config.json
2024,excluded_from_zzcr_configured_inputs,2024_configured_period_dataset_lumisection_gaps,0.35730852090800014,0.128027771788,790,196,,,Golden lumisections absent from the union of exact configured central-dataset run/lumi inventories; includes wholly absent runs where recorded
2024,full_golden_cross_check,2024_all_golden_runs,117.06127141154991,109.98799889797996,287608,475,110.11,-0.122001102020036,exact pinned local Golden JSON and normtag; info.txt is a captured external rounded reference; discrepancy exceeds rounding and establishes a different reference input/calibration population
